"dog_number","birth_date","age","sex","group","abridged_Name","fractions","exposure_time","first_exposure_age","dose_per_minute","dose_per_fraction","total_dose","total_dose","daily_dose","days_exposed","first_exposure_age","interrupts",
"312","1961-04-23","3624","M","7100","Development of Techniques and Proceedures","","","","","","","","","","","",
"313","1961-04-24","568","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"314","1961-04-24","569","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"315","1961-04-24","4573","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"316","1961-04-24","575","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"317","1961-04-24","3623","M","7100","Development of Techniques and Proceedures","","","","","","","","","","","",
"318","1961-04-24","3623","M","7100","Development of Techniques and Proceedures","","","","","","","","","","","",
"319","1961-04-24","3026","M","6200","Lithium and Potassium Study","","","","","","","","","","","",
"320","1961-04-30","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"321","1961-04-30","1032","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"322","1961-04-30","647","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"323","1961-05-06","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"324","1961-05-06","2935","M","7200","Hematological Changes","","","","","","","","","","","",
"325","1961-05-06","949","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"326","1961-05-06","2935","M","7200","Hematological Changes","","","","","","","","","","","",
"327","1961-05-09","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"328","1961-05-09","3854","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"329","1961-05-09","3012","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"330","1961-05-09","64","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"331","1961-05-17","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"332","1961-05-17","2456","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"333","1961-05-17","754","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"334","1961-05-17","754","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"335","1961-05-17","877","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"336","1961-05-17","877","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"337","1961-05-21","470","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"338","1961-05-26","1727","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"339","1961-05-26","3031","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"340","1961-05-26","4089","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"341","1961-05-26","3089","F","7100","Development of Techniques and Proceedures","","","","","","","","","","","",
"342","1961-05-26","2995","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"343","1961-05-26","23","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"344","1961-05-26","3505","M","7100","Development of Techniques and Proceedures","","","","","","","","","","","",
"345","1961-05-29","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"346","1961-05-29","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"347","1961-06-11","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"348","1961-06-11","6","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"349","1961-09-04","3","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"350","1961-09-04","4","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"351","1961-09-04","0","U","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"352","1961-09-04","0","U","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"353","1961-09-04","0","U","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"354","1961-09-08","0","M","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"355","1961-09-08","0","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"356","1961-09-08","0","M","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"357","1961-09-08","0","M","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"358","1961-09-08","0","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"359","1961-09-08","0","M","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"360","1961-09-08","0","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"361","1961-09-08","0","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"362","1961-09-08","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"363","1961-09-08","2891","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"364","1961-09-08","1657","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"365","1961-09-08","2926","M","6200","Lithium and Potassium Study","","","","","","","","","","","",
"366","1961-10-03","3481","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"367","1961-10-03","435","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"368","1961-10-03","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"369","1961-10-03","427","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"370","1961-10-04","3","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"371","1961-10-04","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"372","1961-10-04","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"373","1961-10-30","0","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"374","1961-10-30","0","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"375","1961-10-30","0","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"376","1961-10-31","2472","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"377","1961-10-31","1577","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"378","1961-10-31","10","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"379","1961-10-31","2480","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"380","1961-10-31","12","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"381","1961-11-02","0","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"382","1961-11-02","2","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"383","1961-11-02","2","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"384","1961-11-02","2","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"385","1961-11-02","2","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"386","1961-11-02","2","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"387","1961-11-03","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"388","1961-11-03","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"389","1961-11-05","3740","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"390","1961-11-05","2679","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"391","1961-11-05","3985","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"392","1961-11-05","3734","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"393","1961-11-05","4092","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"394","1961-11-05","2479","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"395","1961-11-05","2882","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"396","1961-11-17","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"397","1961-11-17","3668","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"398","1961-11-17","178","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"399","1961-11-17","3358","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"400","1961-11-17","5247","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"401","1961-11-17","178","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"402","1961-11-24","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"403","1961-11-26","3419","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"404","1961-11-26","2174","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"405","1961-11-26","757","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"406","1961-12-23","2","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"407","1961-12-23","4","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"408","1961-12-23","10","M","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"409","1961-12-23","2997","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"410","1961-12-23","3119","M","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"411","1961-12-23","565","F","7300","Development of Techniques and Proceedures","","","","","","","","","","","",
"412","1961-12-23","2169","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"413","1961-12-23","3107","F","6000","RadioIodine Effects on Thyroid and Adrenal Gland","","","","","","","","","","","",
"414","1962-01-13","25","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"415","1962-01-13","2120","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"416","1962-01-13","412","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"417","1962-01-13","415","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"418","1962-01-13","414","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"419","1962-01-13","415","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"420","1962-02-24","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"421","1962-02-24","5011","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"422","1962-02-24","752","F","5100","Acute Exposure and Reticuloendothelial System","","","","","","","","","","","",
"423","1962-02-24","2771","M","6200","Lithium and Potassium Study","","","","","","","","","","","",
"424","1962-02-24","754","M","5100","Acute Exposure and Reticuloendothelial System","","","","","","","","","","","",
"425","1962-03-24","3","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"426","1962-03-24","3","F","5600","Gamma-Irradiation during Pregnancy","","","","","","","","","","","",
"427","1962-04-01","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"428","1962-04-01","3637","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"429","1962-04-01","16","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"430","1962-04-01","2028","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"431","1962-04-01","5527","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"432","1962-04-01","774","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"433","1962-04-01","2033","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"434","1962-04-05","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"435","1962-04-05","3876","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"436","1962-04-05","4747","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"437","1962-04-05","3741","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"438","1962-04-05","3245","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"439","1962-04-05","5034","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"440","1962-04-07","3194","F","7200","Hematological Changes","","","","","","","","","","","",
"441","1962-04-07","461","F","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
"442","1962-04-07","5543","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"443","1962-04-07","5099","M","5500","Life-Span: Single Injection of Cesium-137","","","","","","","","","","","",
